Wall time,Step,Reward,Length
1702113294,2048,-992.3012695,40.41999817
1702113299,4096,-990.9951172,42.21649551
1702113304,6144,-987.7984619,43.66999817
1702113309,8192,-983.7619019,43.09999847
1702113314,10240,-992.7247314,42.00999832
1702113319,12288,-997.8939209,42.04999924
1702113325,14336,-994.8905029,42.49000168
1702113330,16384,-992.9486084,43.06999969
1702113335,18432,-993.0432739,42.36999893
1702113341,20480,-991.1781006,42.29999924
1702113346,22528,-993.2269897,43.34000015
1702113351,24576,-999.4636841,43.65999985
1702113357,26624,-998.6361084,44.06999969
1702113363,28672,-994.7298584,44.24000168
1702113369,30720,-992.0148926,46.40999985
1702113375,32768,-991.0791626,47.75
1702113382,34816,-988.7550659,46.72999954
1702113388,36864,-990.772644,47.52999878
1702113394,38912,-991.1530762,48.18000031
1702113400,40960,-989.5940552,49.81999969
1702113406,43008,-987.3039551,51.11000061
1702113412,45056,-986.8978882,52.58000183
1702113418,47104,-985.2484741,53.00999832
1702113423,49152,-980.1054688,53.68000031
1702113429,51200,-980.9302979,56.02999878
1702113435,53248,-982.657959,62.75999832
1702113441,55296,-986.9893188,65.30999756
1702113447,57344,-982.7311401,66.18000031
1702113453,59392,-986.5139771,64.91999817
1702113459,61440,-994.1439209,65.69999695
1702113465,63488,-1000.177612,69.69999695
1702113472,65536,-1004.582581,70.75
1702113478,67584,-1003.46814,72.91999817
1702113484,69632,-995.2819824,75.61000061
1702113491,71680,-985.2783813,77.44000244
1702113497,73728,-978.3399048,85.55000305
1702113502,75776,-953.3812866,95.58000183
1702113509,77824,-940.4637451,105.1200027
1702113515,79872,-922.5854492,114.0500031
1702113522,81920,-901.9976807,124.6299973
1702113529,83968,-873.1555786,132.6600037
1702113536,86016,-856.1018066,142.5500031
1702113543,88064,-798.8606567,149.4199982
1702113549,90112,-797.9768066,150.4400024
1702113555,92160,-783.2852783,156.4400024
1702113562,94208,-739.6524048,161.6300049
1702113569,96256,-703.4157104,166.9400024
1702113575,98304,-652.1663208,174.5599976
1702113582,100352,-618.8265991,179.1100006
1702113589,102400,-574.8027344,186.6300049
1702113597,104448,-522.123291,191.25
1702113603,106496,-512.2450562,194.2200012
1702113611,108544,-483.4668884,196.7899933
1702113618,110592,-428.3190002,202.2899933
1702113624,112640,-358.3095703,206.4100037
1702113630,114688,-301.8736267,211.5800018
1702113636,116736,-249.7189026,214.6499939
1702113642,118784,-202.8028412,218.0399933
1702113648,120832,-128.5036316,222.2400055
1702113654,122880,-70.78926086,225.6100006
1702113659,124928,-22.73106003,225.8500061
1702113665,126976,10.84781265,227.2400055
1702113671,129024,94.14781189,231.0800018
1702113677,131072,142.4830017,232.5800018
1702113682,133120,190.9402008,235.5599976
1702113688,135168,218.6588745,237.1399994
1702113693,137216,225.1188354,235.3899994
1702113699,139264,252.3401947,235.3899994
1702113704,141312,271.6031189,235.3899994
1702113710,143360,306.9385071,235.8699951
1702113716,145408,314.2191162,235.8699951
1702113721,147456,326.3840637,235.8699951
1702113726,149504,347.3413086,235.8699951
1702113732,151552,363.6676025,235.8699951
1702113737,153600,371.8243408,235.8699951
1702113743,155648,406.1001587,237.3200073
1702113748,157696,434.4145508,238.25
1702113753,159744,454.6278381,238.6999969
1702113759,161792,480.4304199,240
1702113765,163840,492.150177,240
1702113771,165888,502.5427551,240
1702113778,167936,501.5309448,238.5200043
1702113785,169984,524.9721069,238.5200043
1702113792,172032,528.4794312,238.5200043
1702113799,174080,535.9838257,238.5200043
1702113804,176128,548.973877,238.5200043
1702113810,178176,559.0043945,238.5200043
1702113816,180224,550.0515747,238.5200043
1702113821,182272,563.394043,238.5200043
1702113827,184320,570.9078369,238.5200043
1702113832,186368,577.9644775,238.5200043
1702113838,188416,589.2561646,238.5200043
1702113844,190464,596.2128906,238.5200043
1702113849,192512,607.8065796,240
1702113854,194560,611.5123291,240
1702113859,196608,622.7684937,240
1702113864,198656,635.9492798,240
1702113870,200704,635.9362183,240
1702113875,202752,648.7670288,240
1702113880,204800,657.0231934,240
1702113885,206848,660.9866333,240
1702113890,208896,670.1724854,240
1702113896,210944,667.1879272,240
1702113901,212992,668.8902588,240
1702113906,215040,673.2271729,240
1702113912,217088,691.8659668,240
1702113917,219136,693.9801025,240
1702113922,221184,677.3684082,240
1702113928,223232,684.6356201,240
1702113933,225280,688.7576294,240
1702113939,227328,685.8135376,240
1702113944,229376,693.8338013,240
1702113950,231424,696.6538086,240
1702113955,233472,705.5319214,240
1702113961,235520,707.7108765,240
1702113967,237568,711.585144,240
1702113972,239616,719.4525757,240
1702113978,241664,716.8029785,240
1702113983,243712,729.7424316,240
1702113989,245760,732.6065063,240
1702113994,247808,737.5715942,240
1702114000,249856,735.6092529,240
1702114006,251904,740.6110229,240
1702114011,253952,732.3260498,240
1702114017,256000,732.3305664,240
1702114022,258048,731.9675293,240
1702114028,260096,732.765686,240
1702114033,262144,738.9260254,240
1702114039,264192,736.9337769,240
1702114044,266240,745.2872314,240
1702114050,268288,739.5396729,240
1702114056,270336,757.0003662,240
1702114061,272384,760.9259033,240
1702114067,274432,760.5090942,240
1702114072,276480,770.8413696,240
1702114078,278528,775.7913208,240
1702114083,280576,777.8700562,240
1702114089,282624,782.4407959,240
1702114094,284672,782.203064,240
1702114100,286720,773.440918,240
1702114106,288768,781.5996094,240
1702114111,290816,772.4644775,240
1702114117,292864,772.3255005,240
1702114123,294912,769.1864624,240
1702114128,296960,775.1707153,240
1702114134,299008,775.4053955,240
1702114139,301056,785.3012695,240
1702114144,303104,792.4694824,240
1702114150,305152,791.0690918,240
1702114155,307200,789.8648071,240
1702114160,309248,795.9571533,240
1702114166,311296,797.9577637,240
1702114171,313344,798.6186523,240
1702114176,315392,802.7259521,240
1702114182,317440,805.9580688,240
1702114187,319488,807.6798706,240
1702114193,321536,802.3817749,240
1702114198,323584,805.4720459,240
1702114203,325632,796.2352295,240
1702114208,327680,795.1519775,240
1702114214,329728,788.0629883,240
1702114219,331776,784.0895996,240
1702114224,333824,790.0957642,240
1702114230,335872,789.078125,240
1702114235,337920,797.2712402,240
1702114240,339968,793.154541,240
1702114246,342016,784.9627686,240
1702114251,344064,778.9470215,240
1702114256,346112,784.0476074,240
1702114262,348160,786.0280762,240
1702114267,350208,789.1049805,240
1702114272,352256,789.2471313,240
1702114278,354304,791.8594971,240
1702114283,356352,791.7130737,240
1702114288,358400,780.4661255,240
1702114294,360448,786.4533691,240
1702114299,362496,785.3111572,240
1702114305,364544,792.1149292,240
1702114310,366592,787.7203369,240
1702114316,368640,795.9291992,240
1702114321,370688,800.1108398,240
1702114326,372736,807.2825317,240
1702114332,374784,812.2053833,240
1702114337,376832,812.1592407,240
1702114342,378880,813.0114136,240
1702114348,380928,816.3796387,240
1702114353,382976,819.262146,240
1702114359,385024,810.3706055,240
1702114364,387072,806.210083,240
1702114370,389120,812.7254639,240
1702114375,391168,813.012207,240
1702114381,393216,803.1077881,240
1702114387,395264,801.1185913,240
1702114394,397312,804.394165,240
1702114400,399360,793.3289795,240
1702114407,401408,805.6578979,240
1702114414,403456,796.6051025,240
1702114422,405504,793.5297852,240
1702114430,407552,796.6068115,240
1702114436,409600,807.7648315,240
1702114442,411648,804.6785278,240
1702114448,413696,815.8387451,240
1702114454,415744,820.7263794,240
1702114460,417792,823.8015747,240
1702114466,419840,828.821167,240
1702114472,421888,825.8297729,240
1702114478,423936,817.6705933,240
1702114484,425984,820.3594971,240
1702114490,428032,832.2414551,240
1702114496,430080,836.1875,240
1702114502,432128,830.0813599,240
1702114508,434176,830.1949463,240
1702114513,436224,825.204895,240
1702114519,438272,814.8900146,240
1702114525,440320,806.7980347,240
1702114531,442368,806.5050049,240
1702114537,444416,811.4597168,240
1702114543,446464,821.3074341,240
1702114549,448512,835.5418701,240
1702114554,450560,839.7520752,240
1702114560,452608,842.9156494,240
1702114567,454656,837.659729,240
1702114572,456704,840.5002441,240
1702114578,458752,843.8908081,240
1702114583,460800,848.0459595,240
1702114589,462848,856.2643433,240
1702114594,464896,869.5754395,240
1702114600,466944,863.3015747,240
1702114605,468992,862.1950073,240
1702114611,471040,858.0584717,240
1702114616,473088,858.118103,240
1702114622,475136,867.2785645,240
1702114627,477184,860.0827026,240
1702114633,479232,861.149231,240
1702114639,481280,882.1921997,240
1702114644,483328,893.2130127,240
1702114650,485376,897.267334,240
1702114655,487424,901.1801758,240
1702114661,489472,909.1251221,240
1702114666,491520,909.4362183,240
1702114672,493568,913.5003662,240
1702114677,495616,908.3942261,240
1702114683,497664,906.9608765,240
1702114688,499712,908.1044922,240
1702114694,501760,919.4567261,240
1702114700,503808,916.3626709,240
1702114705,505856,915.6149902,240
1702114711,507904,918.6308594,240
1702114716,509952,906.3598633,240
1702114722,512000,903.3510742,240
1702114728,514048,900.4008789,240
1702114733,516096,908.4547119,240
1702114739,518144,910.6008301,240
1702114745,520192,916.8638916,240
1702114750,522240,924.0547485,240
1702114756,524288,926.9769897,240
1702114762,526336,934.791626,240
1702114768,528384,942.8929443,240
1702114774,530432,940.0960083,240
1702114779,532480,937.9633179,240
1702114784,534528,948.1426392,240
1702114790,536576,953.293457,240
1702114795,538624,953.2113037,240
1702114801,540672,950.960083,240
1702114806,542720,945.835022,240
1702114811,544768,941.6220703,240
1702114817,546816,936.5773926,240
1702114822,548864,928.715332,240
1702114828,550912,907.6286621,240
1702114833,552960,907.6322021,240
1702114838,555008,914.4421997,240
1702114844,557056,904.1757813,240
1702114849,559104,906.2034912,240
1702114855,561152,907.1065063,240
1702114860,563200,911.3696899,240
1702114866,565248,908.3651123,240
