Wall time,Step,Value,Value
1702205417,187,-1009.026245,46.75
1702205421,345,-1008.927979,43.125
1702205428,680,-1002.728638,42.5
1702205432,853,-993.7629395,42.65000153
1702205435,999,-996.3115845,41.625
1702205440,1181,-998.1939697,42.17856979
1702205443,1326,-999.3308716,41.4375
1702205447,1467,-997.4534302,40.75
1702205451,1611,-998.4711914,40.27500153
1702205454,1762,-997.0523071,40.04545593
1702205458,1897,-995.8837891,39.52083206
1702205461,2044,-992.9086914,39.30769348
1702205465,2179,-992.1477661,38.9107132
1702205468,2323,-991.4901733,38.71666718
1702205471,2480,-992.5502319,38.75
1702205475,2616,-990.5032959,38.47058868
1702205478,2784,-990.1054077,38.66666794
1702205482,2944,-991.0574341,38.73684311
1702205486,3089,-990.6177979,38.61249924
1702205489,3249,-991.4686279,38.67856979
1702205495,3490,-991.2264404,39.65909195
1702205502,3786,-992.0614624,41.15217209
1702205508,4013,-992.8164673,41.80208206
1702205513,4219,-991.482666,42.18999863
1702205519,4449,-989.53479,42.61999893
1702205523,4651,-989.75,43.06000137
1702205528,4845,-988.9788818,43.40000153
1702205536,5204,-990.1196899,43.50999832
1702205540,5385,-990.0984497,43.86000061
1702205544,5550,-989.0946045,43.68999863
1702205550,5799,-989.197937,44.72999954
1702205558,6129,-988.3884888,46.61999893
1702205563,6344,-988.6286011,47.33000183
1702205575,6821,-990.5330811,50.59000015
1702205602,7278,-987.0288086,53.81000137
1702205615,7531,-986.1015015,54.86999893
1702205631,7993,-986.496521,58.13999939
1702205655,8586,-977.7423096,62.63000107
1702205679,9259,-967.0442505,67.79000092
1702205722,10495,-928.624939,77.11000061
1702205749,11329,-899.3760986,83.84999847
1702205780,12289,-861.4318237,92
1702205812,13249,-822.6585083,100
1702205843,14209,-783.5531616,107.1900024
1702205875,15169,-743.68396,113.8300018
1702205906,16129,-703.5228271,121.1600037
1702205938,17089,-664.5917969,128.6999969
1702205970,18049,-626.8587646,136
1702206002,19009,-587.5065308,143.5800018
1702206034,19969,-549.6047974,151.2400055
1702206066,20929,-509.7106628,158.9900055
1702206097,21889,-471.2576904,166.8500061
1702206130,22849,-429.8679504,174.6399994
1702206161,23809,-391.9760132,182.5899963
1702206193,24769,-352.4250488,189.6999969
1702206224,25729,-310.8903198,196
1702206257,26689,-270.3771667,203.4499969
1702206290,27649,-228.9037933,208.2799988
1702206323,28609,-192.2693329,213.3099976
1702206355,29569,-156.003891,220.3800049
1702206387,30529,-118.0507278,225.3600006
1702206418,31489,-86.9509964,229.0299988
1702206450,32449,-57.97378922,231.8999939
1702206482,33409,-40.00884247,235.0500031
1702206515,34369,-21.09377861,238.7400055
1702206549,35329,-9.765844345,240
1702206581,36289,-8.464918137,240
1702206613,37249,-7.151226997,240
1702206646,38209,-7.50895834,240
1702206678,39169,-7.385882854,240
1702206705,39939,-26.90580559,238.1000061
1702206741,40854,-36.36931229,237.6499939
1702206779,41814,-35.66418076,237.6499939
1702206811,42774,-33.62323761,237.6499939
1702206839,43543,-53.556427,235.7400055
1702206873,44503,-51.99440002,235.7400055
1702206902,45406,-60.33079147,235.1699982
1702206933,46366,-57.9928093,235.1699982
1702206963,47326,-56.92895126,235.1699982
1702206991,48160,-73.57254791,233.9100037
1702207019,49035,-81.75289154,233.0599976
1702207050,49995,-79.77593994,233.0599976
1702207081,50955,-79.33324432,233.0599976
1702207112,51915,-76.89108276,233.0599976
1702207139,52800,-83.92092133,232.3099976
1702207173,53760,-81.88537598,232.3099976
1702207203,54711,-90.60787201,232.2200012
1702207238,55603,-105.2188339,231.5399933
1702207271,56563,-101.6923065,231.5399933
1702207298,57523,-98.00387573,231.5399933
1702207325,58483,-98.14723969,231.5399933
1702207352,59443,-95.06957245,231.5399933
1702207380,60403,-90.82600403,231.5399933
1702207407,61363,-86.07937622,231.5399933
1702207434,62323,-78.46622467,231.5399933
1702207461,63283,-54.13108063,233.4400024
1702207489,64243,-41.97651291,233.8899994
1702207516,65203,-32.9261322,233.8899994
1702207544,66163,-28.53364563,233.8899994
1702207571,67123,-4.547690392,235.8000031
1702207599,68083,-5.133389473,235.8000031
1702207624,68935,-3.575085163,235.2899933
1702207651,69895,-3.585320711,235.2899933
1702207681,70832,-10.48182011,235.0599976
1702207708,71792,9.527762413,236.3200073
1702207737,72749,4.769415379,237.1399994
1702207764,73640,-3.239079475,236.4499969
1702207794,74600,-1.863375187,236.4499969
1702207823,75560,-2.621246815,236.4499969
1702207853,76520,8.586467743,237.1999969
1702207882,77480,13.9111681,237.1999969
1702207912,78440,30.62138748,237.2899933
1702207941,79400,53.41326141,237.9700012
1702207970,80360,58.89516068,237.9700012
1702208000,81320,61.44773865,237.9700012
1702208029,82280,68.76412201,237.9700012
1702208059,83238,64.60714722,237.9499969
1702208089,84198,68.55843353,237.9499969
1702208121,85158,76.7980957,237.9499969
1702208153,86118,77.0945816,237.9499969
1702208183,87037,76.38378906,237.5399933
1702208214,87997,86.39427185,237.5399933
1702208244,88927,77.84476471,237.2400055
1702208275,89887,80.6944046,237.2400055
1702208307,90835,64.29024506,237.1199951
1702208372,92755,97.70884705,238.1999969
1702208404,93715,106.3671112,238.1999969
1702208436,94675,129.601532,238.4299927
1702208499,96595,164.2719727,238.4600067
1702208531,97550,174.0050812,239.1000061
