#{"t_start": 1702236991.7148774, "env_id": null}
r,l,t
291.257175,240,3927.75414
789.567701,240,3932.726559
679.69408,240,3937.830925
598.739771,240,3942.986992
886.236854,240,3948.283252
787.759115,240,3953.467155
291.657763,240,3958.564992
781.191859,240,3963.571137
788.371004,240,3968.534743
679.163834,240,3973.573228
468.909981,240,3978.719336
470.553402,240,3983.674646
686.110291,240,3988.626405
589.543452,240,3993.551837
583.101767,240,3998.601693
376.821553,240,4003.519353
678.06706,240,4008.550725
687.191512,240,4013.574941
594.270148,240,4019.002844
592.751595,240,4023.918448
596.472141,240,4028.80577
487.429117,240,4033.702376
573.92911,240,4038.596375
687.414532,240,4043.590002
478.379569,240,4048.500267
795.91395,240,4053.485651
577.228789,240,4058.364566
784.372535,240,4063.533771
581.277096,240,4068.477764
475.825326,240,4073.3864
275.839038,240,4078.504468
577.364574,240,4084.49665
584.069327,240,4090.501725
889.400765,240,4096.223096
886.741191,240,4102.075356
378.978995,240,4107.667822
875.594098,240,4112.852604
689.610481,240,4117.934648
788.035269,240,4123.051645
780.635999,240,4127.955583
592.039096,240,4132.875452
791.971885,240,4137.745707
476.518015,240,4142.680987
468.005982,240,4147.71453
584.39184,240,4152.648956
681.944537,240,4157.662662
685.346903,240,4162.361925
488.818485,240,4166.855102
580.973808,240,4171.362345
581.737467,240,4175.874468
394.085011,240,4180.370539
989.506591,240,4184.87916
680.770902,240,4189.39946
481.328785,240,4193.87984
481.266503,240,4198.416026
584.249164,240,4202.926269
891.876242,240,4207.410729
582.386135,240,4211.968206
476.21558,240,4216.621895
1088.761464,240,4221.152757
361.387673,240,4225.681201
577.316016,240,4230.205718
588.960808,240,4234.719421
478.667687,240,4239.200158
891.746161,240,4243.700201
579.453574,240,4248.194648
584.679628,240,4252.715621
576.697987,240,4257.260484
574.528628,240,4261.758398
578.091036,240,4266.263462
890.198788,240,4270.743335
482.386433,240,4275.234491
375.728745,240,4279.786944
686.921272,240,4284.400606
268.279381,240,4288.895683
582.908414,240,4293.407073
997.467763,240,4297.879152
484.912636,240,4302.376246
679.308248,240,4306.905665
690.394874,240,4311.384548
686.093091,240,4315.884201
593.937022,240,4320.405766
572.202318,240,4324.902596
591.038759,240,4329.419275
692.218638,240,4333.95706
783.369518,240,4338.517214
473.88805,240,4343.02107
790.120838,240,4347.635164
591.998695,240,4352.215517
781.260153,240,4356.691734
886.309742,240,4361.182818
580.360296,240,4365.70509
786.260356,240,4370.381457
785.43783,240,4374.889005
486.877469,240,4379.393096
575.977402,240,4383.882191
794.217819,240,4388.401734
578.797048,240,4392.900674
891.18743,240,4397.443394
1083.014938,240,4401.951155
787.66454,240,4406.474272
588.122747,240,4411.408612
585.328523,240,4416.310318
588.875203,240,4421.135114
887.223387,240,4425.657751
691.260154,240,4430.162552
1095.371551,240,4434.647972
885.94062,240,4439.147353
386.015949,240,4443.642961
466.088565,240,4448.21844
890.631635,240,4452.748571
481.688431,240,4457.256261
892.015509,240,4461.804288
490.19599,240,4466.330384
686.61477,240,4470.849905
792.372302,240,4475.365529
786.818798,240,4480.025088
580.100279,240,4484.593886
893.197422,240,4489.07852
682.323026,240,4493.572063
1094.033711,240,4498.097421
686.701813,240,4502.619115
795.750128,240,4507.115845
483.772466,240,4511.668407
581.607932,240,4516.197352
684.673591,240,4520.744212
484.878683,240,4525.256981
580.852997,240,4529.799432
268.765943,240,4534.295372
793.745422,240,4538.843836
689.618843,240,4543.436909
688.125458,240,4548.056947
478.886516,240,4552.61125
783.995282,240,4557.142362
581.523933,240,4561.693744
989.206793,240,4566.279757
687.539249,240,4570.844712
582.346591,240,4575.406837
688.753802,240,4579.9338
897.81051,240,4584.438186
889.041087,240,4588.953756
685.320363,240,4593.552267
579.739019,240,4598.069233
891.206891,240,4602.666894
583.228724,240,4607.165711
485.191391,240,4611.813997
688.38199,240,4616.358787
686.573905,240,4620.886026
787.067979,240,4625.453746
483.040531,240,4630.005331
983.804687,240,4634.504487
889.954485,240,4639.011337
885.992888,240,4643.510091
988.620065,240,4648.06749
1193.55832,240,4652.587088
687.648452,240,4657.129138
785.348327,240,4661.659992
889.839867,240,4666.217788
383.178297,240,4670.770888
583.323184,240,4675.525628
579.483342,240,4680.103601
483.423338,240,4684.592638
1185.607769,240,4689.071317
689.172984,240,4693.646976
792.303026,240,4698.186599
470.367823,240,4702.691465
584.810351,240,4707.205534
681.243023,240,4711.70494
789.220686,240,4716.222602
785.320361,240,4720.770672
591.161442,240,4725.383457
581.64726,240,4729.882833
381.365358,240,4734.429484
579.209137,240,4738.915648
789.001205,240,4743.540542
1091.992025,240,4748.089047
478.730237,240,4753.223541
588.846012,240,4758.172356
779.992387,240,4763.164555
778.679566,240,4767.67354
886.952816,240,4772.209195
689.982783,240,4776.792451
679.854325,240,4781.291436
881.244597,240,4785.834619
684.034711,240,4790.372131
575.792295,240,4794.919587
586.359874,240,4799.396781
686.971535,240,4803.909684
890.512297,240,4808.61602
789.738478,240,4813.360326
682.630719,240,4817.83732
688.51216,240,4822.351808
582.641219,240,4826.855714
683.795108,240,4831.390052
687.886697,240,4835.897159
691.106344,240,4840.437498
585.553497,240,4844.956623
581.274646,240,4849.441854
584.47813,240,4853.937237
690.861675,240,4858.457185
789.089812,240,4862.918406
776.906739,240,4867.422221
585.165236,240,4871.961195
480.374252,240,4876.636719
686.835273,240,4881.183291
155.517423,240,4885.673633
679.062563,240,4890.143166
685.754834,240,4894.654396
779.827981,240,4899.122497
686.903693,240,4903.679125
787.813039,240,4908.195355
991.462359,240,4912.673318
594.637309,240,4917.181187
791.518426,240,4921.696114
679.644863,240,4926.232087
473.650391,240,4930.799673
577.416748,240,4935.333115
581.706523,240,4939.970305
681.541189,240,4944.601304
787.198001,240,4949.100608
688.03415,240,4953.614571
571.857228,240,4958.091451
792.715247,240,4962.568555
582.722911,240,4967.116641
576.046078,240,4971.614589
573.305338,240,4976.14185
686.052673,240,4980.845899
678.427056,240,4985.381282
452.684442,240,4989.903258
885.705898,240,4994.475037
886.77478,240,4999.42727
784.968108,240,5004.223354
356.071226,240,5009.262378
884.311204,240,5014.438051
889.62558,240,5019.457455
570.005449,240,5024.604916
792.73521,240,5029.35402
686.472975,240,5033.928445
689.936229,240,5038.44049
683.818792,240,5042.984137
782.769343,240,5047.529326
366.883134,240,5052.156458
790.706488,240,5056.766911
586.986692,240,5061.277478
466.622799,240,5065.817867
983.072832,240,5070.352905
580.229744,240,5075.016635
687.707106,240,5079.558948
477.401919,240,5084.097525
581.155029,240,5088.635648
888.772659,240,5093.151755
890.534948,240,5097.653801
782.429963,240,5102.162785
782.129107,240,5106.69003
884.712941,240,5111.220076
691.972333,240,5115.746273
987.900853,240,5120.280478
678.603202,240,5124.845947
993.194143,240,5129.343105
478.295792,240,5133.861327
988.46454,240,5138.409251
685.958874,240,5143.036536
581.875601,240,5147.586719
883.709547,240,5152.144338
786.805164,240,5156.720699
579.035259,240,5161.323964
580.018387,240,5165.849232
993.384017,240,5170.399529
1092.748717,240,5174.939473
892.622856,240,5179.490922
669.639218,240,5184.061764
676.914716,240,5188.585298
889.701669,240,5193.151195
576.593354,240,5197.666314
782.152591,240,5202.18929
579.788056,240,5206.818057
686.977313,240,5211.358062
569.96342,240,5215.85281
883.067329,240,5220.437115
682.179996,240,5224.97573
785.364404,240,5229.511278
784.559118,240,5234.073687
784.357038,240,5238.57676
470.787821,240,5243.121454
887.811992,240,5247.63865
679.012016,240,5252.201247
876.506487,240,5256.72506
990.521013,240,5261.296647
683.804519,240,5265.837424
676.587472,240,5270.371225
682.16871,240,5274.991421
580.493333,240,5279.490429
787.069647,240,5284.076087
988.290372,240,5288.776454
687.170796,240,5293.310169
685.398975,240,5297.788655
1188.408952,240,5302.357077
990.89689,240,5306.886576
892.035523,240,5311.420445
686.677283,240,5315.953435
983.192067,240,5320.548103
574.385871,240,5325.089909
785.132301,240,5329.611247
787.374165,240,5334.144955
681.542956,240,5338.783741
580.105736,240,5343.386349
991.229232,240,5348.121233
681.431257,240,5352.663147
787.376777,240,5357.258643
786.43715,240,5361.831488
580.074759,240,5366.407529
786.304478,240,5371.001056
886.869791,240,5375.564832
887.809586,240,5380.156506
582.507201,240,5384.716007
988.315138,240,5389.24282
676.934364,240,5393.778337
779.97374,240,5398.31441
892.418499,240,5402.907067
683.146084,240,5407.540898
479.286079,240,5412.323314
465.947682,240,5417.319637
885.213228,240,5422.2644
781.096476,240,5427.232601
576.481329,240,5432.183015
986.22951,240,5437.106958
885.034789,240,5442.010319
682.939537,240,5446.950098
574.704416,240,5451.861081
889.610106,240,5456.760117
881.816051,240,5461.67488
786.263332,240,5466.543099
681.989002,240,5471.593449
789.111274,240,5476.622914
678.48036,240,5481.583006
788.757973,240,5486.460806
978.145587,240,5491.43028
892.204621,240,5496.377009
682.527128,240,5501.317386
784.564117,240,5506.267804
780.929275,240,5511.208833
583.955233,240,5516.148825
888.142437,240,5521.046305
885.339551,240,5525.949043
577.516349,240,5530.903561
988.952361,240,5536.019722
249.93393,240,5540.992137
471.681759,240,5545.893489
671.175376,240,5550.796786
982.672687,240,5555.747857
682.860778,240,5560.644845
1182.343546,240,5565.57274
676.108216,240,5570.498527
683.896395,240,5575.433395
575.569898,240,5580.337431
890.712352,240,5585.249213
474.175158,240,5590.310031
890.667345,240,5595.209942
687.422795,240,5600.170345
989.898794,240,5605.078321
679.70766,240,5609.935828
784.593307,240,5614.828589
783.159855,240,5619.730823
1087.548031,240,5624.604526
686.360994,240,5629.47515
887.948663,240,5634.444598
687.056407,240,5639.333937
585.839302,240,5644.234993
582.141092,240,5649.090591
1089.254816,240,5653.986744
979.349893,240,5658.927397
473.616455,240,5663.842526
581.044716,240,5668.895949
783.577645,240,5673.822011
687.624049,240,5678.732895
785.985517,240,5683.64398
786.298694,240,5688.556338
771.012734,240,5693.465045
681.222727,240,5698.363711
784.618496,240,5703.263831
786.06562,240,5708.143787
991.869619,240,5713.019993
880.395433,240,5717.907877
780.347085,240,5722.799414
682.025955,240,5727.717764
678.387925,240,5732.712085
896.603841,240,5737.642081
884.32909,240,5742.502144
779.450536,240,5747.383257
886.115149,240,5752.282993
682.681526,240,5757.168257
679.790747,240,5762.055943
888.324315,240,5766.965411
892.503299,240,5771.899046
682.07482,240,5776.797734
673.748977,240,5781.925389
787.32265,240,5787.112846
887.77139,240,5792.287232
675.781368,240,5797.531648
679.326842,240,5802.82191
780.872181,240,5807.997593
680.402071,240,5813.182234
883.159525,240,5818.435081
777.026422,240,5823.583186
677.527112,240,5828.762017
788.936801,240,5833.914268
986.060448,240,5839.038069
683.40261,240,5844.21098
772.430836,240,5849.372617
578.741485,240,5854.563011
681.11526,240,5859.754819
584.169661,240,5865.080884
892.839826,240,5870.285874
888.933021,240,5875.447793
587.964897,240,5880.684864
887.460574,240,5886.075321
680.014358,240,5891.30887
886.209117,240,5896.654738
888.645775,240,5902.057327
685.223383,240,5907.446919
784.499036,240,5912.834729
479.121306,240,5918.235785
891.035198,240,5923.720411
983.072685,240,5929.296351
1093.937278,240,5934.890034
1090.86006,240,5940.252638
991.930889,240,5945.650811
786.875417,240,5951.047181
583.227166,240,5956.563031
888.559476,240,5961.951955
683.752021,240,5967.639808
783.990431,240,5973.188764
888.109059,240,5978.512774
678.195402,240,5983.678113
1089.889486,240,5988.877295
781.815803,240,5994.302534
360.218282,240,5999.992067
680.73418,240,6005.433608
241.623042,240,6010.814615
669.782363,240,6016.184985
888.793266,240,6021.686023
779.569705,240,6027.256536
885.947088,240,6032.734689
571.745431,240,6037.936818
887.951523,240,6043.16636
1088.811153,240,6048.401668
780.95452,240,6053.579707
888.949162,240,6058.861677
688.892225,240,6064.251288
1089.764381,240,6069.512699
571.258066,240,6074.779843
574.382867,240,6079.992525
876.873537,240,6085.268962
676.561849,240,6090.660447
882.683478,240,6095.849522
988.967608,240,6101.049498
886.56389,240,6106.257026
788.720436,240,6111.542678
888.608612,240,6116.91862
574.216669,240,6122.142197
681.217635,240,6127.178476
788.289298,240,6132.629802
576.789775,240,6137.985094
988.525788,240,6143.349891
886.676028,240,6149.018521
1084.49415,240,6154.670509
681.898151,240,6160.88897
578.525124,240,6166.451579
576.674137,240,6171.94216
787.479468,240,6176.955154
785.654533,240,6182.158515
882.713994,240,6187.489882
875.797172,240,6192.639406
784.65184,240,6197.963608
476.5203,240,6203.535452
587.540962,240,6209.162351
577.675189,240,6214.280135
783.031878,240,6219.435929
472.013257,240,6224.624907
682.982847,240,6230.010389
576.44185,240,6235.575564
887.964035,240,6240.604607
1187.774321,240,6245.531273
886.504832,240,6250.453936
889.04487,240,6255.441965
582.664747,240,6260.437569
782.052312,240,6265.460302
987.407949,240,6270.435872
891.046051,240,6275.477261
889.638043,240,6280.657911
790.120464,240,6285.641132
885.539875,240,6290.718234
674.874066,240,6297.122066
677.211606,240,6303.130863
880.141551,240,6309.004703
782.886972,240,6314.999524
885.958418,240,6320.72589
687.089876,240,6325.73205
675.796187,240,6331.047139
678.241455,240,6336.080824
784.911715,240,6341.148295
685.513937,240,6346.146298
881.243196,240,6351.186109
985.055833,240,6356.176826
884.514259,240,6361.158798
990.662239,240,6366.167877
1093.175899,240,6371.087232
780.319301,240,6376.08447
782.815497,240,6381.098381
678.212841,240,6386.165022
681.473494,240,6391.222296
683.417636,240,6396.11626
986.001859,240,6400.811299
886.224502,240,6405.458341
679.822115,240,6410.112783
683.845617,240,6414.758231
787.74712,240,6419.435116
785.307309,240,6424.085202
1187.174958,240,6428.779902
781.266414,240,6433.426752
779.608271,240,6438.144019
885.354343,240,6442.748594
784.328181,240,6447.493207
885.983644,240,6452.2228
364.659656,240,6456.919195
681.910233,240,6461.876136
985.975193,240,6466.894147
991.611804,240,6472.209329
885.436294,240,6477.133695
684.670733,240,6482.072417
581.967951,240,6486.958166
884.507137,240,6491.784265
362.283364,240,6496.57368
684.522588,240,6501.243075
984.293523,240,6506.111128
889.029169,240,6510.843755
677.449857,240,6515.429818
790.115514,240,6520.029197
683.538362,240,6524.884129
1191.830786,240,6529.627923
678.763114,240,6534.303022
683.532257,240,6538.976307
679.262984,240,6543.57738
887.677678,240,6548.250623
985.38833,240,6552.90039
791.325389,240,6557.709169
786.791525,240,6562.248881
790.195016,240,6566.939613
991.33349,240,6571.714081
882.732022,240,6576.367961
782.874509,240,6581.060922
345.660152,240,6585.762833
891.158258,240,6590.523907
676.548804,240,6595.301445
880.080025,240,6600.092893
679.209408,240,6604.754289
682.974324,240,6609.388628
680.677667,240,6614.242236
991.401274,240,6619.108979
785.519628,240,6623.78572
679.615548,240,6628.425916
988.607386,240,6633.100598
683.929823,240,6637.69285
681.391186,240,6642.360366
885.686182,240,6646.996772
788.51964,240,6651.590835
889.454496,240,6656.334871
685.096196,240,6661.051043
788.150543,240,6665.635627
780.642275,240,6670.196053
779.723075,240,6674.858308
677.058755,240,6679.461662
888.594094,240,6684.162481
681.274943,240,6688.865226
679.076952,240,6693.476724
686.931282,240,6698.17808
475.530571,240,6703.028704
578.535862,240,6708.488444
886.485867,240,6713.314257
882.884296,240,6717.930286
882.536793,240,6722.675073
677.661966,240,6727.47297
681.621939,240,6732.298726
881.46803,240,6737.302954
778.850716,240,6742.656847
887.331429,240,6747.947526
679.487616,240,6752.70522
679.741162,240,6757.29296
684.423724,240,6761.853358
781.15417,240,6767.072364
883.177812,240,6771.700084
784.798675,240,6776.237999
778.497978,240,6780.771097
886.498848,240,6785.472566
679.206531,240,6790.795065
880.202217,240,6795.452749
887.668323,240,6800.030263
585.870939,240,6804.693558
683.047949,240,6809.404091
1189.711584,240,6814.266049
1187.231908,240,6818.940308
678.413901,240,6823.708119
785.641026,240,6828.513255
890.702815,240,6833.227246
1090.345212,240,6837.860607
684.537635,240,6842.526571
684.126454,240,6847.14023
890.244585,240,6851.72543
884.799333,240,6856.528551
577.403995,240,6861.284887
564.762907,240,6865.96196
1088.614871,240,6870.732055
681.638065,240,6875.352448
784.594802,240,6880.027906
984.334091,240,6884.634762
887.129908,240,6889.180143
570.508098,240,6893.773756
889.308897,240,6898.285273
882.186712,240,6902.830886
578.585451,240,6907.40826
785.52179,240,6911.99727
779.043484,240,6916.588376
575.254641,240,6921.219846
1182.303874,240,6925.90126
786.95689,240,6930.46394
780.146142,240,6935.046044
1494.601898,240,6939.787854
686.455643,240,6944.474837
896.318732,240,6949.148048
683.06768,240,6953.893891
886.110279,240,6958.796866
681.690362,240,6963.323352
685.415119,240,6967.948373
782.148629,240,6972.603509
672.219861,240,6977.916612
576.54072,240,6983.5562
987.45853,240,6988.802723
680.312109,240,6993.796964
571.075029,240,6998.51408
685.65904,240,7003.121213
987.329375,240,7007.711361
983.31323,240,7012.398421
573.36725,240,7017.516619
674.796967,240,7022.510729
676.624767,240,7027.293298
579.135726,240,7032.011025
1188.146939,240,7036.71703
692.598994,240,7041.307555
682.5384,240,7045.856261
790.414947,240,7050.342764
887.622656,240,7055.552611
681.943899,240,7060.635337
579.015704,240,7065.368322
782.171113,240,7069.873698
881.803434,240,7074.498108
787.105911,240,7079.133087
890.483357,240,7083.784729
677.501534,240,7088.387129
887.040849,240,7092.986586
577.844598,240,7097.59409
571.600756,240,7102.293649
682.861909,240,7106.924874
679.015044,240,7111.62313
878.069806,240,7116.289557
670.365715,240,7121.326085
684.364593,240,7126.317006
779.765786,240,7131.134481
885.998288,240,7135.902138
985.934994,240,7140.609465
682.467838,240,7145.307155
678.06165,240,7150.141083
888.517796,240,7154.822681
987.219852,240,7159.503852
683.332088,240,7164.243576
989.049111,240,7169.014053
681.640099,240,7173.713006
892.572713,240,7178.362904
985.565396,240,7183.000543
991.412667,240,7187.85281
685.043052,240,7192.615788
681.044565,240,7197.324671
1188.115126,240,7202.111722
781.075288,240,7206.871118
880.629724,240,7211.633744
986.276672,240,7216.486097
783.030564,240,7221.196916
786.908686,240,7226.143813
784.705683,240,7231.167574
682.038176,240,7235.850876
679.451423,240,7240.558525
689.67203,240,7245.316351
1188.954852,240,7250.011738
888.317259,240,7254.903372
789.962891,240,7259.684741
469.526476,240,7264.336852
886.214668,240,7269.132912
892.647476,240,7273.75194
881.932897,240,7278.462892
986.615965,240,7283.085391
885.53749,240,7287.689425
681.206265,240,7292.309278
464.729959,240,7297.140594
675.099092,240,7302.12796
679.646151,240,7307.014959
679.336242,240,7311.67447
888.267417,240,7316.246945
676.498458,240,7320.993098
992.001557,240,7325.641153
986.281594,240,7330.327691
675.126972,240,7334.985137
784.425354,240,7339.661553
987.246316,240,7344.304705
783.257478,240,7349.06756
465.272002,240,7353.726453
686.903414,240,7358.383489
584.944155,240,7362.986804
668.19942,240,7368.163637
779.247719,240,7372.867005
683.984751,240,7378.276042
980.929748,240,7383.299083
362.910126,240,7388.160292
779.943812,240,7393.098161
890.086088,240,7397.842865
884.941264,240,7402.534218
685.69895,240,7407.265822
983.011678,240,7412.201721
785.22261,240,7416.867572
995.184638,240,7421.456224
782.149838,240,7426.332648
678.591938,240,7431.025073
789.186789,240,7435.744091
986.364187,240,7440.58159
883.272103,240,7445.240537
572.527547,240,7450.06165
881.558428,240,7454.816603
886.900146,240,7459.49753
883.181288,240,7464.40824
788.338778,240,7469.269274
1192.430325,240,7473.860597
888.906156,240,7478.536018
585.487996,240,7483.28171
678.073532,240,7487.93998
682.294031,240,7492.806474
581.07485,240,7497.745136
883.291801,240,7502.297446
889.121562,240,7507.043613
882.967385,240,7511.737503
888.039995,240,7516.523697
682.789761,240,7521.211441
886.82771,240,7525.806085
785.708087,240,7531.07532
575.251363,240,7535.801021
579.060288,240,7540.450662
787.1348,240,7545.144743
989.190155,240,7549.839402
1085.580777,240,7554.521304
882.944062,240,7559.09074
1087.306095,240,7563.78282
778.623851,240,7568.449894
671.800799,240,7573.108906
582.241578,240,7577.929558
780.577156,240,7582.893829
682.700469,240,7588.196209
570.057225,240,7593.466019
986.756171,240,7598.731915
680.812971,240,7603.835141
470.647327,240,7609.027864
890.310347,240,7614.124509
1086.096283,240,7619.469083
1191.350396,240,7624.854345
887.009009,240,7629.815413
678.229145,240,7634.876341
786.16366,240,7639.916793
782.271666,240,7644.953914
683.778331,240,7650.001836
677.900058,240,7655.25275
786.548302,240,7660.29538
1090.69227,240,7665.345986
782.935189,240,7670.501713
784.444992,240,7675.615569
680.245194,240,7680.691914
679.813434,240,7685.795883
986.110891,240,7690.863604
577.198476,240,7695.994642
890.095707,240,7700.987419
686.180975,240,7706.00336
683.174853,240,7711.248783
682.015654,240,7716.583801
778.45435,240,7721.748782
975.449718,240,7727.024862
883.412092,240,7732.261081
888.874141,240,7737.430571
672.75587,240,7742.489753
1088.500986,240,7747.53878
471.394292,240,7752.604358
677.49245,240,7757.694581
777.337371,240,7762.825059
890.208955,240,7767.93553
785.656788,240,7773.447254
792.254371,240,7778.783983
575.608544,240,7784.302052
1391.518397,240,7789.486162
888.799707,240,7794.804837
785.975208,240,7800.004009
1088.095662,240,7804.97491
574.849479,240,7809.932782
683.08305,240,7814.959564
883.478422,240,7819.944944
886.804602,240,7825.132084
778.181658,240,7830.249684
789.009225,240,7835.318672
689.583277,240,7840.383673
576.899892,240,7845.455747
885.670162,240,7850.556009
1190.439821,240,7855.770617
982.346366,240,7860.919359
779.793784,240,7865.970016
772.15299,240,7871.173687
785.950256,240,7876.265378
990.937159,240,7881.30499
1088.35176,240,7886.273442
354.294983,240,7891.262372
879.58114,240,7896.295932
786.912917,240,7901.390703
987.775999,240,7906.540482
1196.030927,240,7911.834011
988.290174,240,7916.867127
786.131463,240,7921.841364
887.931487,240,7926.719611
991.441385,240,7931.739299
780.780949,240,7936.748318
586.572357,240,7942.016446
887.693775,240,7947.1883
680.178833,240,7952.20378
993.137142,240,7957.296243
582.090121,240,7962.539422
883.212035,240,7969.258866
890.132991,240,7978.37492
991.027312,240,7984.898236
781.923635,240,7990.468929
574.888242,240,7996.201245
688.808552,240,8002.123494
887.019981,240,8007.778861
884.495903,240,8013.688561
786.779995,240,8019.276745
685.951305,240,8024.849467
889.371986,240,8030.528259
473.85875,240,8035.964022
580.088693,240,8041.568933
890.731535,240,8046.88415
684.962124,240,8052.349409
685.477475,240,8057.818924
885.943666,240,8063.272614
678.982264,240,8068.654828
989.13135,240,8074.077935
686.930138,240,8079.337125
1093.744477,240,8084.944397
1095.380101,240,8090.521104
785.981792,240,8096.039336
887.495026,240,8101.423067
1090.262972,240,8107.039799
680.564499,240,8112.558826
1092.828899,240,8118.269033
1093.584609,240,8123.873225
1091.795797,240,8130.028374
770.437625,240,8135.803969
887.413487,240,8141.749184
682.867542,240,8147.524304
1089.366508,240,8153.028099
989.011548,240,8158.556194
1088.444953,240,8164.24931
985.909003,240,8169.910192
881.458618,240,8175.487057
685.518675,240,8181.321148
885.531376,240,8187.167086
784.831268,240,8192.826885
784.461549,240,8198.19961
783.226479,240,8203.713003
680.996417,240,8209.222977
575.993718,240,8214.814002
786.581632,240,8220.364265
788.786314,240,8225.980493
783.412868,240,8231.605582
783.705263,240,8237.221114
990.523846,240,8242.852952
674.412393,240,8248.724168
887.41706,240,8254.124867
884.666932,240,8259.552628
1092.584802,240,8264.920583
679.778677,240,8270.483393
784.160647,240,8275.965591
990.128384,240,8281.426487
783.278991,240,8286.800201
989.370313,240,8292.130288
677.371158,240,8297.54796
685.685978,240,8302.852022
777.58688,240,8308.364653
583.981288,240,8314.242056
785.974938,240,8319.770984
991.369224,240,8325.250856
681.389257,240,8330.765818
784.025685,240,8336.491579
887.983394,240,8341.680679
679.447927,240,8347.199961
891.771678,240,8352.27563
689.375929,240,8357.557377
683.920145,240,8362.90513
772.647934,240,8368.475761
785.609018,240,8373.931586
576.14605,240,8379.25107
1091.962853,240,8384.524334
1081.269802,240,8389.657575
888.149391,240,8395.016746
1089.213046,240,8400.34811
983.701207,240,8405.424036
779.578972,240,8410.593797
1390.884076,240,8415.732647
783.747482,240,8421.00543
890.622926,240,8426.112482
885.585677,240,8431.632095
681.91658,240,8436.881387
881.826794,240,8442.452195
881.113884,240,8447.800298
676.857556,240,8452.894997
679.67581,240,8457.987987
783.59715,240,8463.007737
986.264799,240,8468.132669
784.687125,240,8473.175639
784.606682,240,8478.389308
987.775125,240,8483.543933
1191.897328,240,8488.780374
686.963224,240,8494.296313
886.036512,240,8499.703573
783.702373,240,8505.780005
785.879926,240,8513.040411
887.69067,240,8519.487383
986.190193,240,8525.900918
992.357068,240,8532.381079
888.332338,240,8538.301561
1291.616125,240,8543.577687
781.45111,240,8549.150502
679.821969,240,8554.535152
786.538261,240,8559.823505
682.031608,240,8565.050534
473.587272,240,8570.262916
986.871552,240,8575.492239
1084.45919,240,8580.692046
1089.189956,240,8585.818275
782.87524,240,8591.017188
579.294133,240,8596.205747
989.9435,240,8601.320826
581.2721,240,8606.544262
786.169814,240,8611.736268
984.65524,240,8616.723453
886.365639,240,8621.544051
679.131167,240,8626.438704
1085.992731,240,8631.248754
888.400235,240,8636.087154
991.682071,240,8640.900626
1186.746356,240,8645.801734
884.696468,240,8650.817087
1090.412005,240,8655.75485
679.781757,240,8660.574913
786.382761,240,8665.375806
781.234446,240,8670.356029
781.979789,240,8675.157147
688.415931,240,8679.991874
1186.955759,240,8684.8444
778.05417,240,8689.70936
886.31722,240,8694.529022
778.689663,240,8699.468695
786.125983,240,8705.08252
888.011637,240,8710.692449
788.793076,240,8715.974537
987.839635,240,8720.784996
1089.857979,240,8725.627107
889.349955,240,8730.6317
677.071424,240,8735.525132
982.702578,240,8740.362909
989.070671,240,8745.314508
1288.855208,240,8750.141732
682.070016,240,8755.014432
780.073168,240,8759.839123
883.000399,240,8764.753535
682.466422,240,8769.556725
878.774291,240,8774.494739
582.510141,240,8779.444899
879.010861,240,8784.25416
1192.605004,240,8789.151449
783.090499,240,8793.872808
780.436909,240,8798.621444
872.205963,240,8803.445149
987.129153,240,8808.070318
886.700104,240,8812.806893
985.867411,240,8817.550312
990.260453,240,8822.361216
887.611294,240,8827.184085
1091.573506,240,8832.118046
885.624612,240,8836.742809
883.644246,240,8841.489985
1088.885417,240,8846.176612
582.505643,240,8850.953197
788.916748,240,8855.526021
890.459774,240,8860.043862
1086.076541,240,8864.688299
882.948378,240,8869.320314
675.539207,240,8873.97663
1087.973549,240,8878.596725
680.750284,240,8883.270175
886.4021,240,8887.923846
981.818033,240,8892.504524
680.439668,240,8897.103498
1088.162426,240,8901.693326
791.986357,240,8906.465776
785.262549,240,8911.273533
685.259081,240,8916.102682
1187.137611,240,8921.204458
577.674705,240,8926.212589
680.99101,240,8930.943938
991.818894,240,8935.700157
990.449642,240,8940.414912
879.132792,240,8945.197787
886.53445,240,8949.959296
680.760837,240,8954.606546
990.500662,240,8959.56759
787.675783,240,8964.599752
1086.009484,240,8969.200141
980.82554,240,8974.09851
990.483583,240,8978.721955
887.895093,240,8983.784199
779.930869,240,8988.599856
986.552461,240,8993.450805
985.966187,240,8998.124032
679.837295,240,9003.162456
784.088725,240,9007.97191
985.231641,240,9012.721475
687.179157,240,9017.492957
785.980887,240,9022.241049
676.5356,240,9026.901868
986.516625,240,9031.687741
987.674654,240,9036.287625
989.815002,240,9040.896678
675.922187,240,9045.467137
885.693473,240,9050.080326
987.537863,240,9054.961311
686.703381,240,9059.850456
685.278273,240,9064.588413
888.979073,240,9069.228849
788.823392,240,9073.974718
893.642486,240,9078.666562
779.884878,240,9083.425632
988.467904,240,9088.187602
891.371514,240,9092.955507
982.208655,240,9097.666956
683.419932,240,9102.379969
885.122909,240,9107.140508
882.227729,240,9111.800737
791.502301,240,9116.479683
884.889222,240,9121.217551
1189.628003,240,9125.974188
459.021539,240,9130.726221
1088.793037,240,9135.533364
990.983424,240,9140.318558
786.419992,240,9145.054144
787.241135,240,9150.020742
885.79156,240,9154.684061
682.366183,240,9159.371326
995.303369,240,9164.104217
