#{"t_start": 1702236991.7148774, "env_id": null}
r,l,t
680.569392,240,9168.895004
785.890135,240,9173.706087
989.700414,240,9178.366408
787.007873,240,9183.099541
790.027125,240,9187.813749
884.10342,240,9192.592323
985.432868,240,9197.332164
1192.987611,240,9202.066281
781.438783,240,9206.75177
779.903975,240,9211.434707
865.669303,240,9216.252294
783.652456,240,9220.887197
1189.227217,240,9225.539194
886.565032,240,9230.410901
887.379441,240,9235.340148
984.229881,240,9240.134756
684.769128,240,9244.910529
679.427837,240,9249.58826
1290.787561,240,9254.297047
885.435875,240,9259.278801
469.954286,240,9264.284592
1190.519685,240,9269.012551
789.070314,240,9273.766233
984.043989,240,9278.51309
783.019135,240,9283.287606
782.008626,240,9287.993855
987.45805,240,9292.698246
1085.151031,240,9297.403637
789.258931,240,9302.276882
1088.39534,240,9307.024977
987.352514,240,9311.702173
685.022801,240,9316.426947
886.227095,240,9321.124384
884.660366,240,9325.899542
675.365041,240,9330.738493
986.384376,240,9335.516056
677.079398,240,9340.28738
788.895036,240,9345.149225
1188.198933,240,9350.188916
889.295317,240,9354.890191
1188.616533,240,9359.459896
885.591768,240,9364.061004
980.97455,240,9368.755869
1193.489195,240,9373.33023
891.97871,240,9377.918402
680.468552,240,9382.500106
1091.188487,240,9387.267863
1093.259959,240,9392.100592
1090.560897,240,9396.93094
1082.465749,240,9401.685724
683.115522,240,9406.598852
785.431442,240,9411.32664
1089.074662,240,9416.061949
1084.685633,240,9420.835918
673.127346,240,9425.524366
1091.102958,240,9430.132223
579.724127,240,9434.988873
879.717801,240,9439.685673
782.527677,240,9444.357412
887.392193,240,9449.174067
793.24235,240,9454.077992
989.98297,240,9458.690257
787.253492,240,9463.643852
890.040512,240,9468.343232
679.194821,240,9472.980229
888.16306,240,9477.724307
785.937726,240,9482.541143
783.389559,240,9487.421047
888.343374,240,9492.251518
781.51454,240,9497.020768
780.16118,240,9501.837668
1094.029204,240,9506.614361
784.541427,240,9511.305607
775.89718,240,9516.20604
881.566495,240,9521.04415
679.41039,240,9526.012418
568.471336,240,9530.866946
984.045262,240,9535.477806
778.584039,240,9540.182554
879.540905,240,9545.007679
988.075601,240,9549.760773
1087.686872,240,9554.481867
886.815857,240,9559.20337
784.101096,240,9563.989167
890.57617,240,9568.88245
781.319059,240,9574.114036
885.436377,240,9579.040497
572.856207,240,9583.89215
886.598714,240,9588.561707
885.306054,240,9593.260028
684.019025,240,9597.984489
469.363657,240,9602.87795
678.516476,240,9608.063883
884.078461,240,9613.195706
568.609839,240,9617.870476
986.786439,240,9622.652486
782.5235,240,9627.504128
1288.774356,240,9632.464354
990.002501,240,9637.165655
683.622118,240,9641.855891
887.380433,240,9646.806542
684.345084,240,9651.425885
886.641586,240,9656.049416
888.729407,240,9660.725534
992.660537,240,9665.322909
883.793228,240,9669.8708
982.675962,240,9674.47658
781.387633,240,9679.292485
887.826903,240,9683.88689
1092.158297,240,9688.622683
787.734295,240,9693.181951
785.468889,240,9697.849896
1091.502477,240,9702.455727
781.752842,240,9707.076163
783.393138,240,9711.773274
990.812241,240,9716.715761
1086.85601,240,9721.45374
984.711747,240,9726.204122
985.015988,240,9730.82184
677.782469,240,9735.428071
782.796133,240,9740.001309
887.543592,240,9744.922895
780.236112,240,9750.059004
886.29218,240,9755.08891
890.654558,240,9760.126263
678.004153,240,9765.243211
660.183259,240,9770.419936
782.906957,240,9775.602956
986.875962,240,9780.787425
883.757144,240,9785.913953
887.974074,240,9790.842301
889.025687,240,9795.828874
992.381846,240,9800.944245
990.041018,240,9806.083461
782.508647,240,9811.187286
680.073426,240,9816.353176
684.271792,240,9821.519795
886.166264,240,9826.762587
1085.009673,240,9832.082775
986.498093,240,9837.178567
679.688162,240,9842.311059
1089.012471,240,9847.45682
1091.689257,240,9852.662101
1086.267231,240,9857.778733
882.031509,240,9862.893649
1084.969643,240,9867.94707
1288.770054,240,9872.961013
1093.79918,240,9878.116937
1291.327836,240,9883.149741
1188.424977,240,9888.227329
991.242616,240,9893.223
1083.328812,240,9898.384944
779.626364,240,9903.506105
1084.006471,240,9908.743256
785.221551,240,9913.812066
678.441755,240,9918.872081
782.464871,240,9923.89613
683.58749,240,9928.895398
680.770451,240,9934.00615
1093.633871,240,9939.103139
989.615794,240,9944.135874
681.352392,240,9949.25034
885.687901,240,9954.327081
988.185114,240,9959.421341
883.253614,240,9964.644995
980.79615,240,9969.840554
788.122526,240,9974.92709
687.13294,240,9980.042639
989.334817,240,9985.288331
669.886246,240,9990.367145
885.789911,240,9995.392977
683.125934,240,10000.45659
888.707415,240,10005.406355
877.290057,240,10010.371198
1085.848985,240,10015.395044
568.83979,240,10020.304734
881.64907,240,10025.456426
682.206708,240,10030.611899
1087.557695,240,10035.61487
890.040732,240,10040.608156
681.786394,240,10045.736284
786.656416,240,10050.725682
986.616397,240,10055.703575
886.702694,240,10060.828336
781.971779,240,10065.87624
789.642823,240,10071.032747
782.344154,240,10076.214862
989.947829,240,10081.323492
788.403166,240,10086.437924
883.603608,240,10091.578326
784.104876,240,10096.809434
882.345918,240,10101.992855
893.647797,240,10107.008413
579.524752,240,10112.227719
989.841242,240,10117.452187
784.677089,240,10122.734861
988.081433,240,10128.091368
687.066175,240,10133.691908
677.513012,240,10139.00963
989.484032,240,10144.476939
888.272858,240,10149.870987
987.49119,240,10155.283225
681.513292,240,10160.783595
986.032129,240,10166.281887
884.422329,240,10171.756633
989.066134,240,10177.072705
988.240739,240,10182.685804
681.575771,240,10188.2273
1188.43817,240,10193.417247
679.62632,240,10198.74351
985.229634,240,10204.205391
892.19888,240,10209.67968
684.478942,240,10214.952918
677.087113,240,10220.28433
893.094556,240,10225.750666
683.393356,240,10231.335751
1092.095512,240,10236.871391
1091.083053,240,10242.372828
576.962734,240,10247.932306
784.958109,240,10253.785363
1089.688397,240,10259.296069
988.225748,240,10264.777293
1393.971172,240,10270.313208
885.108937,240,10275.976287
889.568514,240,10281.430835
1190.461452,240,10286.907344
781.153422,240,10292.573614
574.16427,240,10298.12235
888.007624,240,10303.615124
880.501945,240,10309.039554
1091.131629,240,10314.454826
683.071972,240,10320.082823
884.534717,240,10325.90551
1395.417342,240,10331.518707
1089.160689,240,10337.107944
788.685887,240,10342.554681
782.672903,240,10348.06675
880.031546,240,10353.552242
789.238337,240,10359.232095
886.731807,240,10364.952858
785.693718,240,10370.726454
1087.444473,240,10376.196275
782.271429,240,10381.704736
885.37269,240,10387.328227
1395.370217,240,10393.077129
882.439415,240,10398.509506
883.874368,240,10403.944386
684.106301,240,10409.482495
677.588977,240,10414.812901
679.581105,240,10420.456187
785.437539,240,10426.211562
886.479226,240,10431.757102
780.800438,240,10437.187518
786.943555,240,10442.714287
880.197277,240,10448.272112
583.34714,240,10453.618877
785.266787,240,10459.137285
988.338265,240,10464.471606
989.051928,240,10469.867439
987.528304,240,10475.26038
784.123764,240,10480.728289
884.463466,240,10486.479056
783.208089,240,10492.086485
1188.039758,240,10497.317943
1085.790511,240,10502.514195
987.503158,240,10507.779158
892.477423,240,10513.092798
1092.858154,240,10518.480263
1496.480417,240,10523.738171
884.189511,240,10528.999603
986.200687,240,10534.338473
986.345747,240,10539.609885
893.131773,240,10544.926428
681.22003,240,10550.280227
885.148631,240,10555.507483
679.083065,240,10560.647889
676.573942,240,10565.733902
1089.630703,240,10570.95418
990.327981,240,10576.067125
782.440253,240,10581.427965
681.765683,240,10586.721061
1196.582285,240,10592.111936
673.390752,240,10597.288423
683.637258,240,10602.344828
574.328269,240,10607.777095
984.658137,240,10612.846793
892.082559,240,10617.974647
1085.429553,240,10623.325552
883.93726,240,10628.477052
789.865448,240,10633.577814
787.403695,240,10638.723963
890.890192,240,10643.827577
890.515762,240,10648.842568
684.245587,240,10654.609112
782.601297,240,10660.799875
883.623432,240,10666.831372
887.115587,240,10672.927825
787.32178,240,10679.065011
578.757059,240,10684.544407
683.935142,240,10689.892591
787.314744,240,10695.180951
579.368143,240,10700.499481
681.408617,240,10705.616403
686.755036,240,10711.10628
889.17395,240,10716.416042
680.907093,240,10722.085243
988.049009,240,10727.29999
683.869717,240,10732.368631
786.983784,240,10737.344138
1086.160063,240,10742.330971
886.017315,240,10747.464935
471.11244,240,10753.528021
884.012554,240,10759.368663
687.820609,240,10764.226958
880.48403,240,10768.80926
992.729707,240,10773.418997
782.873999,240,10778.054126
686.361736,240,10782.880171
788.006552,240,10787.631986
886.719202,240,10792.547542
883.154235,240,10797.769447
785.079513,240,10802.41133
881.270484,240,10807.235101
785.730493,240,10812.219233
782.531982,240,10817.063679
783.635968,240,10821.972471
783.69478,240,10826.791
774.356817,240,10831.580622
783.0954,240,10836.274389
681.022878,240,10840.954608
988.086597,240,10845.682395
677.815719,240,10850.345589
783.626792,240,10854.991312
786.595407,240,10859.65198
784.440481,240,10864.307064
992.79721,240,10869.077776
886.591718,240,10873.721814
777.408795,240,10878.366776
782.907696,240,10883.113503
1290.799634,240,10887.80319
991.476723,240,10892.384429
983.834271,240,10897.000168
775.859201,240,10901.545466
988.465811,240,10906.441768
984.081983,240,10911.277936
882.457917,240,10915.876394
785.792693,240,10920.595338
985.491981,240,10925.308992
785.861184,240,10930.165416
779.780102,240,10934.767726
1094.41068,240,10939.345505
990.572364,240,10943.938115
887.242855,240,10948.682414
778.07126,240,10953.369645
889.07822,240,10958.006184
888.528288,240,10962.594352
679.940694,240,10967.199104
690.675367,240,10971.800005
781.848559,240,10976.359149
881.162982,240,10980.901593
985.890844,240,10985.408488
779.310215,240,10989.901855
777.494162,240,10994.431687
987.105069,240,10998.966629
889.700364,240,11003.569664
779.133268,240,11008.168497
577.181299,240,11012.861237
988.109767,240,11017.547931
983.919163,240,11022.233217
1188.782999,240,11026.804516
676.715987,240,11031.403155
568.391178,240,11035.931021
787.81535,240,11040.507641
785.466491,240,11045.255688
988.316567,240,11050.208664
1086.846317,240,11055.066421
780.687544,240,11059.751386
1188.752601,240,11064.526218
887.010979,240,11069.21149
783.145461,240,11073.942878
685.184432,240,11078.606309
1091.728925,240,11083.431869
781.207425,240,11088.029941
884.66984,240,11092.640171
986.583458,240,11097.44564
783.774728,240,11102.349357
792.732099,240,11107.098002
892.068935,240,11111.879641
879.661651,240,11116.570718
677.89188,240,11121.222834
682.703515,240,11125.897399
680.106583,240,11130.641667
1087.815569,240,11135.439186
785.2237,240,11140.143112
1084.446779,240,11144.720551
781.751033,240,11149.533581
788.374975,240,11154.223066
782.490966,240,11158.961818
679.175605,240,11163.669892
681.598261,240,11168.33726
890.386148,240,11173.042853
680.519354,240,11177.794516
986.760655,240,11182.509154
771.676742,240,11187.352844
782.566793,240,11192.322138
888.700051,240,11196.969807
982.900893,240,11201.721162
993.818037,240,11206.548059
891.313838,240,11211.367274
987.260284,240,11216.269273
1088.295295,240,11221.010031
1084.747046,240,11225.774455
784.682778,240,11230.577584
686.808885,240,11235.409393
889.820754,240,11240.387297
779.303525,240,11245.165088
983.721659,240,11249.817903
890.303476,240,11254.467843
1079.225097,240,11259.171752
985.580415,240,11264.344074
472.365139,240,11269.204937
780.733618,240,11273.939255
884.652864,240,11278.783734
891.273143,240,11283.65283
779.542991,240,11288.367306
891.589249,240,11293.088715
776.290721,240,11297.891915
988.953329,240,11303.22261
880.151338,240,11308.958803
990.034261,240,11313.711126
686.178492,240,11318.486024
884.057367,240,11323.315774
785.574402,240,11328.104228
681.077533,240,11333.04056
1085.337709,240,11337.883714
777.744781,240,11342.508016
786.309693,240,11347.31803
1091.242472,240,11352.007004
888.028482,240,11356.87915
889.708143,240,11361.665696
1085.386794,240,11366.40329
881.703542,240,11370.985958
1291.753945,240,11375.514544
887.539938,240,11380.134556
1189.617818,240,11384.716307
890.050393,240,11389.542446
985.215596,240,11394.303807
788.567535,240,11399.066181
681.220937,240,11403.833182
1289.549312,240,11408.795849
887.4415,240,11413.883361
985.033567,240,11418.740152
779.113981,240,11423.448982
778.321146,240,11428.219136
993.434921,240,11433.075468
892.390172,240,11437.849896
790.604973,240,11442.56344
877.38996,240,11447.368564
1291.666478,240,11452.309233
782.229302,240,11457.095417
583.553459,240,11461.924446
681.966697,240,11466.537198
779.994767,240,11471.219218
676.577949,240,11475.879699
787.041005,240,11480.73589
980.81288,240,11485.513414
982.349752,240,11490.401067
680.791889,240,11495.050857
1089.95055,240,11499.734429
676.919275,240,11504.527792
790.725515,240,11509.260689
1083.759698,240,11514.049279
876.117972,240,11518.631164
680.365823,240,11523.411334
1194.083997,240,11528.058235
882.978738,240,11532.802545
683.421236,240,11537.545484
983.518497,240,11542.328174
986.599039,240,11547.085584
879.142806,240,11551.921139
469.935565,240,11556.568775
990.295367,240,11561.259124
981.506274,240,11566.013963
881.041315,240,11570.89767
1190.575321,240,11575.66049
782.664889,240,11580.378683
788.224604,240,11585.177804
579.478534,240,11590.368173
784.781566,240,11595.184824
787.17542,240,11600.272773
784.846105,240,11604.94553
680.826626,240,11609.750512
786.351318,240,11614.586972
1195.106297,240,11619.20254
984.767733,240,11623.92831
784.109973,240,11628.695866
1091.086783,240,11633.394754
682.046308,240,11638.22224
886.785149,240,11642.817673
987.951242,240,11647.808172
1090.639064,240,11652.829012
886.810676,240,11657.91497
892.149557,240,11662.685401
887.292315,240,11667.383949
1189.86729,240,11672.236548
775.477096,240,11677.195665
676.467026,240,11681.876833
1395.998977,240,11686.554205
788.336914,240,11691.223893
987.770662,240,11696.16303
887.931853,240,11700.714011
1086.777356,240,11705.387717
1191.795596,240,11710.057985
889.174739,240,11714.746875
882.78838,240,11719.625007
1293.440175,240,11724.353821
679.279561,240,11729.056811
888.066675,240,11733.88291
887.421139,240,11738.510696
787.025742,240,11743.33654
883.942415,240,11747.992093
585.934873,240,11752.690097
1087.101684,240,11757.343217
583.475788,240,11762.022058
787.036688,240,11767.040427
1191.356063,240,11772.046062
1085.986957,240,11776.94171
788.369121,240,11781.561157
1090.649847,240,11786.280276
681.48447,240,11790.985319
890.291119,240,11795.773018
681.736604,240,11801.023585
679.435777,240,11805.831867
1093.631649,240,11810.66502
1095.299518,240,11815.376569
886.586631,240,11820.25653
985.093276,240,11825.079462
888.411432,240,11829.860007
884.348517,240,11834.665931
780.571092,240,11839.433061
884.135961,240,11844.181634
877.1067,240,11848.986007
1088.93784,240,11853.71965
988.330161,240,11858.519057
1190.958682,240,11863.320939
783.473282,240,11868.073078
790.756691,240,11872.876541
889.270004,240,11877.663787
890.095608,240,11882.525778
989.590781,240,11887.359828
679.946364,240,11892.067716
987.530599,240,11896.65677
885.120804,240,11901.359329
881.382956,240,11906.411945
988.359335,240,11911.590832
1191.369987,240,11916.637715
1085.54599,240,11921.760079
784.416499,240,11927.045838
878.018244,240,11932.200452
885.136856,240,11937.312193
989.587379,240,11942.436351
1094.376689,240,11947.512576
890.694357,240,11952.588079
1083.403352,240,11957.66824
783.040836,240,11962.72589
1085.593136,240,11967.786227
788.413509,240,11972.870799
885.999175,240,11978.030825
478.576093,240,11983.225736
885.383579,240,11988.370596
787.833821,240,11993.488034
991.866155,240,11998.678702
990.140049,240,12003.865723
785.242584,240,12009.07803
887.145269,240,12014.280081
881.581848,240,12019.392679
985.083948,240,12024.720685
988.104772,240,12030.114026
1292.174198,240,12035.386491
990.225635,240,12040.403609
787.087184,240,12045.511456
891.657485,240,12050.557676
991.315169,240,12055.767095
685.977759,240,12060.871297
982.800984,240,12065.812285
1191.295249,240,12070.89964
679.883315,240,12076.046187
887.194177,240,12081.106514
891.026952,240,12086.16514
989.42852,240,12091.389715
1093.062601,240,12096.542965
1087.357975,240,12101.570351
680.550512,240,12106.656782
883.612157,240,12111.689813
569.945479,240,12116.759883
676.810789,240,12121.885396
1091.277745,240,12126.876598
1087.168339,240,12131.976441
887.147269,240,12137.170348
577.276842,240,12142.196292
680.503102,240,12147.354918
1090.419393,240,12152.522403
885.939837,240,12157.638632
784.554912,240,12162.672587
784.06544,240,12167.79466
889.964174,240,12172.905607
783.720729,240,12177.954005
992.097352,240,12183.049578
682.170487,240,12188.011778
683.629385,240,12193.039414
891.696059,240,12198.040192
889.747404,240,12203.17442
987.524003,240,12208.209491
682.343551,240,12213.269849
992.272354,240,12218.241132
1283.768528,240,12223.327059
989.33351,240,12228.49768
1088.559112,240,12233.554065
782.541406,240,12238.613408
988.632041,240,12243.620199
679.606288,240,12248.957777
1186.576391,240,12254.424349
985.209492,240,12259.789193
676.391412,240,12265.274066
1092.662274,240,12270.836066
579.730901,240,12276.094843
687.832098,240,12281.486691
885.907178,240,12287.13088
780.498936,240,12292.587317
787.687378,240,12297.980139
988.425874,240,12303.331999
982.282934,240,12308.762366
683.96259,240,12314.181394
991.301996,240,12319.535275
681.83089,240,12324.922579
466.573081,240,12330.834264
886.98907,240,12336.506469
790.61744,240,12341.871862
885.279986,240,12347.372128
678.569527,240,12352.708799
686.275398,240,12358.30723
577.168977,240,12364.039582
888.393964,240,12369.342401
990.082776,240,12374.995904
776.083237,240,12380.71691
782.816923,240,12386.224499
680.910299,240,12391.733892
985.386953,240,12397.236046
986.564617,240,12402.994438
582.088656,240,12408.683093
992.997251,240,12414.331447
1089.610497,240,12420.251092
884.060607,240,12425.741562
987.549231,240,12431.457299
788.37271,240,12437.283592
682.794189,240,12442.86777
782.647405,240,12448.454533
989.019675,240,12454.037095
888.862471,240,12459.685892
883.470154,240,12465.410621
783.801406,240,12470.983025
785.822878,240,12476.547009
989.036515,240,12482.005997
990.839687,240,12487.371294
990.361075,240,12492.789007
1090.703932,240,12498.201423
1083.232847,240,12503.738876
682.441694,240,12509.229558
1088.9846,240,12514.707104
1089.198801,240,12519.867946
1191.868175,240,12525.122184
680.622561,240,12530.552563
786.812979,240,12535.860602
1087.348993,240,12541.17297
988.843748,240,12546.622952
781.769605,240,12551.927259
890.745637,240,12557.195936
988.160136,240,12562.425117
881.101189,240,12567.698262
677.273627,240,12572.949221
785.723836,240,12578.208603
887.608855,240,12583.500703
784.234904,240,12588.796744
777.011418,240,12594.136789
885.618469,240,12599.617657
785.295268,240,12604.773356
1091.373514,240,12609.764398
1082.890427,240,12614.815266
988.197906,240,12619.902122
676.050902,240,12625.008971
887.31714,240,12630.243711
990.702227,240,12635.661432
1087.874438,240,12640.788591
987.260908,240,12645.994163
1190.498808,240,12651.023007
1188.023147,240,12655.982708
782.965354,240,12661.128247
781.526471,240,12666.33242
887.825324,240,12671.245116
990.981812,240,12676.190684
883.149159,240,12681.185094
782.956615,240,12686.217138
686.795456,240,12691.302436
877.669324,240,12696.408276
882.919985,240,12701.499268
987.867755,240,12706.730338
890.90634,240,12711.679651
673.944506,240,12716.62248
1089.302329,240,12721.545829
785.187335,240,12726.546025
675.736575,240,12731.790155
1085.154168,240,12736.9294
984.454864,240,12742.042135
990.597921,240,12746.958122
581.194991,240,12752.080515
986.473209,240,12757.105371
782.556654,240,12762.154237
789.670734,240,12767.110403
888.798419,240,12773.313571
570.093012,240,12779.347059
776.90675,240,12785.25238
987.752996,240,12791.240297
676.687897,240,12797.190257
780.405225,240,12802.627446
987.319868,240,12807.968343
993.318699,240,12813.918367
987.438944,240,12820.388295
881.538307,240,12826.873148
883.439012,240,12831.917496
887.556632,240,12836.835371
1091.242447,240,12841.830561
783.710599,240,12846.672456
783.619451,240,12851.54449
684.672555,240,12856.52016
880.802619,240,12861.358261
683.63746,240,12866.325695
987.249339,240,12871.305788
784.505469,240,12876.104371
783.281105,240,12880.638334
886.493643,240,12885.247181
1188.145924,240,12889.758537
889.779723,240,12894.275094
783.25222,240,12898.832269
679.220338,240,12903.345855
880.041172,240,12907.890497
681.497931,240,12912.415076
883.150827,240,12916.97403
1191.587746,240,12921.515672
1086.5282,240,12926.01919
680.273083,240,12930.766223
984.762435,240,12935.338725
885.114223,240,12939.834265
777.37805,240,12944.677149
579.132408,240,12949.205281
887.87511,240,12953.692009
983.44998,240,12958.497965
784.644471,240,12963.403995
575.773614,240,12968.525975
682.360989,240,12973.839968
896.280043,240,12978.666228
1085.84248,240,12983.471625
680.47844,240,12988.267848
890.154927,240,12992.90342
789.431945,240,12997.681728
775.357102,240,13002.42254
886.384732,240,13007.111039
890.978095,240,13011.689087
783.209481,240,13016.335161
984.981185,240,13021.009073
886.358501,240,13025.685045
989.121283,240,13030.27766
781.061311,240,13034.796253
886.544764,240,13039.427929
779.382472,240,13043.956132
988.570456,240,13048.588355
677.561113,240,13053.193895
887.477396,240,13057.804964
979.273805,240,13062.543722
783.508609,240,13067.261741
1087.150896,240,13071.868755
786.276231,240,13076.442236
991.185452,240,13081.024251
877.187667,240,13085.646758
779.957642,240,13090.294068
1092.802804,240,13095.053002
981.894198,240,13099.84579
989.580855,240,13105.097181
1087.965594,240,13109.835411
977.751385,240,13115.574572
1087.867649,240,13121.483064
784.298478,240,13126.776851
779.830784,240,13132.289571
674.048016,240,13137.631493
787.605181,240,13142.931397
1089.832941,240,13148.411335
989.9546,240,13153.780928
1189.185519,240,13158.977267
680.537475,240,13164.064626
984.221076,240,13169.360923
987.58913,240,13174.693035
985.228745,240,13180.145705
881.829578,240,13185.947867
677.941647,240,13191.481822
879.796456,240,13196.996913
1291.301687,240,13202.155181
785.440722,240,13207.21043
991.892911,240,13212.311057
985.738717,240,13217.657712
983.197469,240,13223.001242
785.383512,240,13228.126758
681.083324,240,13233.569513
781.694399,240,13239.142779
786.207648,240,13244.106284
780.510261,240,13249.243638
680.45726,240,13254.22222
1194.051358,240,13259.260684
1089.92744,240,13264.235728
682.344024,240,13269.17035
1292.646036,240,13274.091715
682.620734,240,13279.005722
578.683126,240,13283.936631
784.859015,240,13288.92411
788.993776,240,13293.88138
1087.228162,240,13299.553863
355.782038,240,13304.778059
786.19278,240,13310.539831
988.98681,240,13315.610887
778.854721,240,13320.566236
782.542086,240,13325.9127
885.447048,240,13331.300754
983.175616,240,13336.712626
986.045069,240,13342.102257
1091.749522,240,13348.164006
679.524631,240,13353.306328
791.945326,240,13358.247315
1093.497282,240,13363.615833
781.205308,240,13368.78945
891.108172,240,13373.810484
1191.66368,240,13378.971363
1194.257652,240,13384.555755
992.660512,240,13389.989475
988.429445,240,13395.340473
1288.342599,240,13400.390294
883.680593,240,13405.401507
785.634559,240,13410.374038
679.468922,240,13415.31719
883.137688,240,13420.261031
1092.962918,240,13425.286665
681.621729,240,13430.468281
983.804103,240,13435.480254
884.844031,240,13440.4127
885.024239,240,13446.038144
1094.079191,240,13450.976885
1089.104533,240,13456.159957
776.766343,240,13461.345245
1184.860207,240,13466.472338
1190.714276,240,13471.793281
781.743092,240,13477.239316
989.072462,240,13483.032987
675.82557,240,13488.119456
885.903017,240,13493.776815
880.688756,240,13499.724848
885.348549,240,13505.652334
884.186021,240,13511.583901
1186.555212,240,13517.149208
891.411311,240,13522.819232
1089.976862,240,13528.764111
1189.266598,240,13534.499013
786.175123,240,13540.051028
1093.002319,240,13545.637955
882.800188,240,13551.219366
1086.113739,240,13557.00667
1292.00686,240,13562.563321
1089.415645,240,13568.159786
786.619136,240,13573.66594
885.38664,240,13579.249441
785.585814,240,13584.826011
986.842534,240,13590.867946
988.030795,240,13597.071365
885.977416,240,13608.423817
989.874082,240,13618.415303
792.47679,240,13628.759398
1090.54997,240,13639.204825
782.444449,240,13649.355756
885.621394,240,13658.553205
984.519097,240,13664.451516
686.983984,240,13670.241657
785.27856,240,13676.321109
680.299711,240,13682.367893
683.709568,240,13688.196685
787.942184,240,13693.975986
678.020058,240,13699.687804
1087.796337,240,13705.443473
684.921999,240,13711.359712
988.862639,240,13717.119581
992.027571,240,13723.035475
989.720563,240,13729.095101
888.265688,240,13735.208566
886.067965,240,13740.838879
986.816319,240,13746.45902
783.593061,240,13752.105195
986.63259,240,13757.814009
1088.804051,240,13763.455236
788.353346,240,13769.312618
886.166549,240,13775.701824
1087.558393,240,13781.559164
679.310463,240,13787.344958
1188.577447,240,13793.08977
682.772204,240,13798.690251
786.175558,240,13804.36757
779.926447,240,13810.492796
677.994007,240,13816.271847
1084.329377,240,13822.050841
1085.929721,240,13827.636362
679.124875,240,13833.464815
1191.088245,240,13839.057378
1090.382678,240,13844.685581
785.679003,240,13850.385422
786.558873,240,13856.212091
783.825181,240,13862.007502
579.032776,240,13867.932664
886.224393,240,13873.660693
780.132654,240,13879.284048
987.005463,240,13885.104899
783.216586,240,13891.001826
578.249913,240,13896.956785
1085.079432,240,13902.783794
884.220777,240,13908.92733
675.470634,240,13914.816786
1187.699154,240,13920.817656
782.529339,240,13926.681132
785.346343,240,13932.561551
785.162579,240,13938.919994
783.507891,240,13944.930907
784.242337,240,13951.061433
890.969307,240,13957.238401
1086.938829,240,13962.956773
577.911972,240,13968.778216
989.325544,240,13974.462873
887.887308,240,13980.264473
1287.498868,240,13986.658298
682.445554,240,13992.884129
989.470992,240,13998.736535
988.819941,240,14004.319837
988.77798,240,14009.910779
1194.717038,240,14015.560106
680.310866,240,14021.142679
885.09307,240,14026.783925
888.816037,240,14032.726094
887.766418,240,14038.244114
781.939743,240,14043.852841
884.080696,240,14049.833832
1193.191005,240,14055.595213
1292.320897,240,14061.185588
680.055695,240,14066.772267
684.616144,240,14072.719368
784.138572,240,14078.380228
990.775673,240,14083.913645
988.612189,240,14089.568583
1082.098091,240,14095.019388
781.965851,240,14100.460025
787.542929,240,14105.879085
984.657646,240,14111.421554
986.488887,240,14117.003442
985.050248,240,14122.644019
883.74877,240,14128.229299
779.635123,240,14133.996466
1187.004915,240,14139.975578
680.895629,240,14145.800148
987.235175,240,14151.499396
987.617011,240,14157.214512
681.58278,240,14163.283276
1086.729781,240,14174.029101
879.514544,240,14183.927152
1088.913423,240,14193.812792
988.929652,240,14203.47633
884.942957,240,14214.472531
787.26731,240,14226.946738
1189.965123,240,14233.502278
889.610309,240,14240.138831
988.126016,240,14247.163554
1094.808245,240,14253.141157
884.225552,240,14258.974175
990.433735,240,14267.410904
786.802317,240,14275.674275
879.330431,240,14283.770692
786.879002,240,14291.921972
881.293743,240,14300.249082
1093.102079,240,14309.747009
988.309559,240,14320.052363
1391.36537,240,14326.189678
886.04891,240,14331.608361
883.250071,240,14337.073557
681.594039,240,14342.975731
991.931678,240,14353.044579
886.851795,240,14363.082037
988.140704,240,14372.739183
988.580088,240,14382.738199
783.631869,240,14392.310284
1294.240741,240,14401.699103
786.69758,240,14408.745538
1089.050834,240,14414.25857
680.420584,240,14419.766101
1293.573217,240,14425.264014
882.060518,240,14430.920372
578.48641,240,14436.864856
884.136419,240,14442.44186
786.881311,240,14448.093138
883.02662,240,14453.840066
1195.601524,240,14459.513518
987.747341,240,14465.169017
888.841207,240,14470.818756
1192.128702,240,14476.813792
581.998122,240,14482.763983
681.346504,240,14488.524486
884.041537,240,14494.520584
991.507827,240,14500.3295
990.587659,240,14506.16837
880.886692,240,14511.964876
788.49074,240,14517.73401
989.335578,240,14523.597445
988.026751,240,14529.505451
1086.169145,240,14535.270902
1092.444395,240,14541.101373
1087.70365,240,14546.722827
1394.474836,240,14552.470421
677.495358,240,14558.090243
1086.053802,240,14563.900166
780.476065,240,14569.441062
985.449657,240,14575.052656
686.230478,240,14580.832409
577.433371,240,14586.60867
779.782665,240,14593.872082
783.794267,240,14599.631257
785.66714,240,14604.958302
779.44981,240,14610.260115
1188.925756,240,14615.587254
890.259914,240,14621.255907
984.637779,240,14626.629879
784.423733,240,14631.963333
988.683045,240,14637.694307
782.060948,240,14643.610406
984.165342,240,14649.249545
676.762869,240,14655.183859
680.524264,240,14660.92729
887.088464,240,14666.454344
783.894098,240,14672.215412
780.753691,240,14677.833434
989.699042,240,14683.365765
783.588752,240,14688.71372
984.391422,240,14694.12919
988.736861,240,14699.541102
888.725435,240,14705.037072
1087.829546,240,14710.764915
792.148731,240,14716.621963
1090.357383,240,14722.330903
1086.805853,240,14727.841146
982.10355,240,14733.570287
1291.866607,240,14739.03525
