Wall time,Step,Value,Value
1702121107,3000,-993.3276367,40.09459305
1702121108,3500,-989.7543335,39.82758713
1702121114,5500,-988.4146729,40.04000092
1702121115,6000,-987.3023682,39.68000031
1702121118,7000,-986.3364868,39.34000015
1702121120,7500,-988.3481445,39.38999939
1702121121,8000,-986.2601318,39.63000107
1702121124,9000,-989.2122192,38.61999893
1702121125,9500,-986.1307983,38.15999985
1702121126,10000,-988.1287842,37.84999847
1702121128,10500,-988.107666,37.75999832
1702121133,12500,-992.0532837,36.45999908
1702121145,17000,-992.9124756,35.25999832
1702121147,17500,-995.8557739,35.40999985
1702121149,18500,-999.0056763,35.52000046
1702121153,20000,-989.0465088,35.52999878
1702121155,20500,-988.0307007,35.72999954
1702121158,21500,-983.0737305,35.81999969
1702121161,22500,-985.0501099,36.22000122
1702121162,23000,-986.0896606,36.20000076
1702121165,24000,-988.0614014,35.90000153
1702121168,25000,-990.1239014,35.88000107
1702121169,25500,-984.1679077,36.34000015
1702121174,27000,-986.2683105,36.43999863
1702121175,27500,-989.3275146,36.83000183
1702121176,28000,-985.2114258,36.84000015
1702121178,28500,-988.2180176,36.77000046
1702121179,29000,-990.1480713,36.75
1702121183,30500,-990.9952393,36.56999969
1702121184,31000,-990.9088135,36.31999969
1702121187,32000,-992.9902344,36.70000076
1702121190,33000,-989.9975586,36.84000015
1702121192,33500,-987.0059814,36.59999847
1702121193,34000,-990.0905762,36.68999863
1702121194,34500,-991.1363525,36.75
1702121198,36000,-991.0075073,37.75999832
1702121200,36500,-995.0540161,38.20999908
1702121201,37000,-996.1034546,38.50999832
1702121202,37500,-993.1517334,38.81000137
1702121205,38500,-985.0193481,39.40000153
1702121209,40000,-989.2246094,39.84999847
1702121216,42500,-993.7706299,42.86999893
1702121217,43000,-994.8297119,43.33000183
1702121218,43500,-993.9844971,43.68999863
1702121220,44000,-993.2015381,44.31999969
1702121221,44500,-992.6068726,45.02000046
1702121222,45000,-991.6265259,44.59999847
1702121229,47500,-980.3988647,47.29999924
1702121686,51500,-984.7932739,47.56999969
1702121690,53000,-993.4658203,47
1702121691,53500,-994.3816528,47.36000061
1702121698,57000,-988.7089233,47.50999832
1702121702,58500,-985.9260864,48.11999893
1702121704,59500,-988.427002,50.29000092
1702121705,60000,-991.3852539,50.70999908
1702121706,60500,-992.1991577,49.95999908
1702121710,62500,-990.1520996,53.38999939
1702121711,63000,-993.2529297,54.11999893
1702121712,63500,-990.0993652,54.68000031
1702121716,65000,-987.9276123,55.59999847
1702121717,65500,-985.9312744,56.15999985
1702121720,67000,-990.1760254,57.47000122
1702121725,69000,-992.1814575,57.20000076
1702121727,70000,-994.2930908,57.90999985
1702121729,71000,-997.578064,58.22999954
1702121731,71500,-995.5513916,58.88000107
1702121732,72000,-994.7689209,58.15000153
1702121733,72500,-996.9154663,57.83000183
1702121738,74500,-998.9318848,57.77000046
1702121741,75500,-998.2599487,58.08000183
1702121745,77000,-996.3609009,57.27999878
1702121746,77500,-998.5172119,57.36000061
1702121748,78000,-998.4039307,57.29000092
1702121750,79000,-999.0545044,59.25999832
1702121752,79500,-999.0999756,59.02999878
1702121753,80000,-998.1515503,59.86999893
1702121757,81500,-997.0855713,61.65000153
1702121760,82500,-996.9743652,62.63000107
1702121761,83000,-996.913269,63.06999969
1702121764,84000,-994.9697266,64.44000244
1702121765,84500,-996.923645,64.97000122
1702121769,86000,-996.1968384,63.27999878
1702121776,88500,-999.7836914,63.18999863
1702121777,89000,-997.479248,63.65000153
1702121779,89500,-996.366394,64.52999878
1702121781,90500,-998.6382446,66.80000305
1702121783,91000,-995.7745972,67.72000122
1702121785,92000,-991.9230957,70.54000092
1702121788,93000,-992.0450439,72.61000061
1702121790,93500,-990.2055054,74.44000244
1702121791,94000,-987.2313232,75.19999695
1702121792,94500,-985.3677368,76.18000031
1702121795,95500,-984.2349854,76.83999634
1702121796,96000,-985.3074341,76.61000061
1702121806,99500,-987.8988647,76.84999847
1702121811,101500,-978.7841797,78.09999847
1702121816,103500,-974.3879395,78.15000153
1702121818,104000,-969.406189,79.5
1702121819,104500,-967.1384277,78.94000244
1702121824,106500,-966.5963135,81.26999664
1702121828,108000,-962.2647095,82.94999695
1702121832,109500,-961.0803223,84.73000336
1702121833,110000,-965.0097656,86.11000061
1702121837,111500,-969.5302124,85.56999969
1702121839,112000,-968.6524048,86.55000305
1702121841,113000,-972.9286499,88.73000336
1702121843,113500,-974.774292,89.18000031
1702121844,114000,-972.7745361,89.54000092
1702121847,115000,-974.7889404,92.73999786
1702121848,115500,-971.835083,94.41999817
1702121851,116500,-966.607605,97.62999725
1702121852,117000,-970.1781006,99.93000031
1702121853,117500,-958.531189,102.6299973
1702121857,119000,-953.7442017,109.4100037
1702121861,120500,-934.3874512,115.2699966
1702121868,123000,-898.0023193,125.2200012
1702121871,124000,-888.5408325,132.2700043
1702121874,125000,-891.3398438,136.8399963
1702121875,125500,-891.081665,138.7299957
1702121882,128000,-879.7603149,142.75
1702121886,129500,-848.1862183,141.1900024
1702121888,130000,-829.1231689,144.8200073
1702121889,130500,-828.1567993,144.0099945
1702121890,131000,-828.7445068,143.1100006
1702121893,132000,-853.0577393,141.2100067
1702121898,134000,-817.4404297,144.0299988
1702121901,135000,-795.6387329,146.5800018
1702121904,136000,-802.1234741,147.1000061
1702121906,137000,-815.3079834,144.1100006
1702121913,139500,-792.3448486,145.4799957
1702121915,140500,-764.5316162,148.6399994
1702121921,142500,-705.8773193,157.25
1702121927,145000,-621.3421631,169.5
1702121930,146000,-581.3428955,176.7400055
1702121931,146500,-558.2843628,180.4900055
1702121935,148000,-567.4259033,179.8500061
1702121938,149000,-535.2598267,183.6499939
1702121939,149500,-515.1370239,186.7400055
1702121940,150000,-494.6042175,189.1600037
1702121943,151000,-453.2270813,191.9199982
1702121944,151500,-433.0042114,195.1399994
1702121946,152000,-420.6272278,195.1799927
1702121951,154000,-383.3557129,198.2899933
1702121952,154500,-373.2859802,199.6499939
1702121955,155500,-360.0797424,200.3800049
1702121959,157000,-299.0729675,207.1699982
1702121964,159000,-228.7688141,213.8399963
1702121965,159500,-218.3509674,215.1000061
1702121967,160000,-196.6838837,217.8500061
1702121968,160500,-176.3106537,220.6300049
1702121971,161500,-135.6037903,224.2299957
1702121975,163000,-99.00222778,227.4900055
1702121976,163500,-87.74840546,229.2299957
1702121977,164000,-86.26226044,229.2299957
1702121981,165500,-77.1830368,229.3600006
1702121982,166000,-84.19430542,228.5399933
1702121985,167000,-80.61354828,227.1000061
1702121993,170000,-69.09385681,230.4400024
1702121996,171000,-108.0466995,224.4700012
1702122000,172500,-191.6587372,209.0299988
1702122001,173000,-228.0620575,202.1600037
1702122004,174000,-247.8834991,198.8000031
1702122005,174500,-245.065506,198.8000031
1702122012,177000,-309.978302,186.25
1702122013,177500,-326.9386597,182.7200012
1702122016,178500,-326.9495544,181.5500031
1702122018,179500,-365.7049561,179.8800049
1702122020,180000,-376.5986328,179.8200073
1702122021,180500,-375.5622864,179.8200073
1702122026,182000,-371.4845886,179.2899933
1702122027,182500,-357.0089111,179.3399963
1702122031,184000,-330.2192993,181.0500031
1702122032,184500,-337.5157471,181.0500031
1702122035,185500,-370.1936035,179.6900024
1702122036,186000,-359.0530396,180.3500061
1702122039,187000,-338.4780884,180.8999939
1702122044,189000,-295.6793518,183.0399933
1702122045,189500,-286.9581909,185.0500031
1702122047,190000,-308.8264771,183.1499939
1702122049,191000,-320.3053284,181.7799988
1702122050,191500,-352.3512573,178.2299957
1702122054,193000,-362.4407654,178.1199951
1702122056,193500,-358.5032349,179.1300049
1702122057,194000,-345.7702637,179.6000061
1702122058,194500,-362.267334,178.5399933
1702122061,195500,-377.4521484,179.6699982
1702122062,196000,-390.9890442,180.1000061
1702122064,196500,-406.8546753,176.9499969
1702122065,197000,-403.7789612,175.2899933
1702122077,201500,-461.0360718,168.2299957
1702122078,202000,-439.0532532,169.9600067
1702122081,203000,-416.925415,172.0299988
1702122085,204500,-524.7461548,158.9700012
1702122094,208000,-370.7322083,175.8200073
1702122095,208500,-342.8056641,178.7599945
1702122100,210500,-276.642334,183.1399994
1702122102,211000,-295.3115234,177.8300018
1702122103,211500,-332.7956543,171.9100037
1702122106,212500,-301.4189453,174.4700012
1702122108,213500,-260.5031433,177.4700012
1702122114,215500,-171.2758179,183.9499969
1702122125,220000,-110.2899704,185.4400024
1702122127,220500,-110.2729797,184.0700073
1702122128,221000,-142.5760956,179.2100067
1702122129,221500,-154.8379669,178.8600006
1702122132,222500,-118.346077,182.5800018
1702122133,223000,-94.0461731,185.9199982
1702122137,224500,-122.3865585,183.6799927
1702122141,226000,-176.1305542,175.2299957
1702122150,229500,-164.1231842,180.1199951
1702122152,230000,-151.4632721,183.0800018
1702122153,230500,-143.8414459,183.8200073
1702122154,231000,-177.966507,180.8500061
1702122157,232000,-179.6550446,179.6399994
1702122158,232500,-183.5447235,179.6399994
1702122159,233000,-192.6423187,179.6399994
1702122162,234000,-195.771759,178.4400024
1702122163,234500,-186.9609375,178.6000061
1702122165,235000,-198.0746307,177.5500031
